index,from_square,action_type,move,action_desc
581,h1,70,,폰 대각선 좌 승격 → 나이트
582,h1,71,,폰 대각선 좌 승격 → 비숍
583,h1,72,,폰 대각선 좌 승격 → 룩
584,a2,0,a2a3,북(N) 방향 거리 1
585,a2,1,a2a4,북(N) 방향 거리 2
586,a2,2,a2a5,북(N) 방향 거리 3
587,a2,3,a2a6,북(N) 방향 거리 4
588,a2,4,a2a7,북(N) 방향 거리 5
589,a2,5,a2a8,북(N) 방향 거리 6
590,a2,6,,북(N) 방향 거리 7
591,a2,7,a2b2,동(E) 방향 거리 1
592,a2,8,a2c2,동(E) 방향 거리 2
593,a2,9,a2d2,동(E) 방향 거리 3
594,a2,10,a2e2,동(E) 방향 거리 4
595,a2,11,a2f2,동(E) 방향 거리 5
596,a2,12,a2g2,동(E) 방향 거리 6
597,a2,13,a2h2,동(E) 방향 거리 7
598,a2,14,a2a1,남(S) 방향 거리 1
599,a2,15,,남(S) 방향 거리 2
600,a2,16,,남(S) 방향 거리 3
601,a2,17,,남(S) 방향 거리 4
602,a2,18,,남(S) 방향 거리 5
603,a2,19,,남(S) 방향 거리 6
604,a2,20,,남(S) 방향 거리 7
605,a2,21,,서(W) 방향 거리 1
606,a2,22,,서(W) 방향 거리 2
607,a2,23,,서(W) 방향 거리 3
608,a2,24,,서(W) 방향 거리 4
609,a2,25,,서(W) 방향 거리 5
610,a2,26,,서(W) 방향 거리 6
611,a2,27,,서(W) 방향 거리 7
612,a2,28,a2b3,북동(NE) 방향 거리 1
613,a2,29,a2c4,북동(NE) 방향 거리 2
614,a2,30,a2d5,북동(NE) 방향 거리 3
615,a2,31,a2e6,북동(NE) 방향 거리 4
616,a2,32,a2f7,북동(NE) 방향 거리 5
617,a2,33,a2g8,북동(NE) 방향 거리 6
618,a2,34,,북동(NE) 방향 거리 7
619,a2,35,,북서(NW) 방향 거리 1
620,a2,36,,북서(NW) 방향 거리 2
621,a2,37,,북서(NW) 방향 거리 3
622,a2,38,,북서(NW) 방향 거리 4
623,a2,39,,북서(NW) 방향 거리 5
624,a2,40,,북서(NW) 방향 거리 6
625,a2,41,,북서(NW) 방향 거리 7
626,a2,42,a2b1,남동(SE) 방향 거리 1
627,a2,43,,남동(SE) 방향 거리 2
628,a2,44,,남동(SE) 방향 거리 3
629,a2,45,,남동(SE) 방향 거리 4
630,a2,46,,남동(SE) 방향 거리 5
631,a2,47,,남동(SE) 방향 거리 6
632,a2,48,,남동(SE) 방향 거리 7
633,a2,49,,남서(SW) 방향 거리 1
634,a2,50,,남서(SW) 방향 거리 2
635,a2,51,,남서(SW) 방향 거리 3
636,a2,52,,남서(SW) 방향 거리 4
637,a2,53,,남서(SW) 방향 거리 5
638,a2,54,,남서(SW) 방향 거리 6
639,a2,55,,남서(SW) 방향 거리 7
640,a2,56,a2b4,"나이트 이동 (+1,+2)"
641,a2,57,a2c3,"나이트 이동 (+2,+1)"
642,a2,58,a2c1,"나이트 이동 (+2,−1)"
643,a2,59,,"나이트 이동 (+1,−2)"
644,a2,60,,"나이트 이동 (−1,−2)"
645,a2,61,,"나이트 이동 (−2,−1)"
646,a2,62,,"나이트 이동 (−2,+1)"
647,a2,63,,"나이트 이동 (−1,+2)"
648,a2,64,,폰 직진 승격 → 나이트
649,a2,65,,폰 직진 승격 → 비숍
650,a2,66,,폰 직진 승격 → 룩
651,a2,67,,폰 대각선 우 승격 → 나이트
652,a2,68,,폰 대각선 우 승격 → 비숍
653,a2,69,,폰 대각선 우 승격 → 룩
654,a2,70,,폰 대각선 좌 승격 → 나이트
655,a2,71,,폰 대각선 좌 승격 → 비숍
656,a2,72,,폰 대각선 좌 승격 → 룩
657,b2,0,b2b3,북(N) 방향 거리 1
658,b2,1,b2b4,북(N) 방향 거리 2
659,b2,2,b2b5,북(N) 방향 거리 3
660,b2,3,b2b6,북(N) 방향 거리 4
661,b2,4,b2b7,북(N) 방향 거리 5
662,b2,5,b2b8,북(N) 방향 거리 6
663,b2,6,,북(N) 방향 거리 7
664,b2,7,b2c2,동(E) 방향 거리 1
665,b2,8,b2d2,동(E) 방향 거리 2
666,b2,9,b2e2,동(E) 방향 거리 3
667,b2,10,b2f2,동(E) 방향 거리 4
668,b2,11,b2g2,동(E) 방향 거리 5
669,b2,12,b2h2,동(E) 방향 거리 6
670,b2,13,,동(E) 방향 거리 7
671,b2,14,b2b1,남(S) 방향 거리 1
672,b2,15,,남(S) 방향 거리 2
673,b2,16,,남(S) 방향 거리 3
674,b2,17,,남(S) 방향 거리 4
675,b2,18,,남(S) 방향 거리 5
676,b2,19,,남(S) 방향 거리 6
677,b2,20,,남(S) 방향 거리 7
678,b2,21,b2a2,서(W) 방향 거리 1
679,b2,22,,서(W) 방향 거리 2
680,b2,23,,서(W) 방향 거리 3
681,b2,24,,서(W) 방향 거리 4
682,b2,25,,서(W) 방향 거리 5
683,b2,26,,서(W) 방향 거리 6
684,b2,27,,서(W) 방향 거리 7
685,b2,28,b2c3,북동(NE) 방향 거리 1
686,b2,29,b2d4,북동(NE) 방향 거리 2
687,b2,30,b2e5,북동(NE) 방향 거리 3
688,b2,31,b2f6,북동(NE) 방향 거리 4
689,b2,32,b2g7,북동(NE) 방향 거리 5
690,b2,33,b2h8,북동(NE) 방향 거리 6
691,b2,34,,북동(NE) 방향 거리 7
692,b2,35,b2a3,북서(NW) 방향 거리 1
693,b2,36,,북서(NW) 방향 거리 2
694,b2,37,,북서(NW) 방향 거리 3
695,b2,38,,북서(NW) 방향 거리 4
696,b2,39,,북서(NW) 방향 거리 5
697,b2,40,,북서(NW) 방향 거리 6
698,b2,41,,북서(NW) 방향 거리 7
699,b2,42,b2c1,남동(SE) 방향 거리 1
700,b2,43,,남동(SE) 방향 거리 2
701,b2,44,,남동(SE) 방향 거리 3
702,b2,45,,남동(SE) 방향 거리 4
703,b2,46,,남동(SE) 방향 거리 5
704,b2,47,,남동(SE) 방향 거리 6
705,b2,48,,남동(SE) 방향 거리 7
706,b2,49,b2a1,남서(SW) 방향 거리 1
707,b2,50,,남서(SW) 방향 거리 2
708,b2,51,,남서(SW) 방향 거리 3
709,b2,52,,남서(SW) 방향 거리 4
710,b2,53,,남서(SW) 방향 거리 5
711,b2,54,,남서(SW) 방향 거리 6
712,b2,55,,남서(SW) 방향 거리 7
713,b2,56,b2c4,"나이트 이동 (+1,+2)"
714,b2,57,b2d3,"나이트 이동 (+2,+1)"
715,b2,58,b2d1,"나이트 이동 (+2,−1)"
716,b2,59,,"나이트 이동 (+1,−2)"
717,b2,60,,"나이트 이동 (−1,−2)"
718,b2,61,,"나이트 이동 (−2,−1)"
719,b2,62,,"나이트 이동 (−2,+1)"
720,b2,63,b2a4,"나이트 이동 (−1,+2)"
721,b2,64,,폰 직진 승격 → 나이트
722,b2,65,,폰 직진 승격 → 비숍
723,b2,66,,폰 직진 승격 → 룩
724,b2,67,,폰 대각선 우 승격 → 나이트
725,b2,68,,폰 대각선 우 승격 → 비숍
726,b2,69,,폰 대각선 우 승격 → 룩
727,b2,70,,폰 대각선 좌 승격 → 나이트
728,b2,71,,폰 대각선 좌 승격 → 비숍
729,b2,72,,폰 대각선 좌 승격 → 룩
730,c2,0,c2c3,북(N) 방향 거리 1
731,c2,1,c2c4,북(N) 방향 거리 2
732,c2,2,c2c5,북(N) 방향 거리 3
733,c2,3,c2c6,북(N) 방향 거리 4
734,c2,4,c2c7,북(N) 방향 거리 5
735,c2,5,c2c8,북(N) 방향 거리 6
736,c2,6,,북(N) 방향 거리 7
737,c2,7,c2d2,동(E) 방향 거리 1
738,c2,8,c2e2,동(E) 방향 거리 2
739,c2,9,c2f2,동(E) 방향 거리 3
740,c2,10,c2g2,동(E) 방향 거리 4
741,c2,11,c2h2,동(E) 방향 거리 5
742,c2,12,,동(E) 방향 거리 6
743,c2,13,,동(E) 방향 거리 7
744,c2,14,c2c1,남(S) 방향 거리 1
745,c2,15,,남(S) 방향 거리 2
746,c2,16,,남(S) 방향 거리 3
747,c2,17,,남(S) 방향 거리 4
748,c2,18,,남(S) 방향 거리 5
749,c2,19,,남(S) 방향 거리 6
750,c2,20,,남(S) 방향 거리 7
751,c2,21,c2b2,서(W) 방향 거리 1
752,c2,22,c2a2,서(W) 방향 거리 2
753,c2,23,,서(W) 방향 거리 3
754,c2,24,,서(W) 방향 거리 4
755,c2,25,,서(W) 방향 거리 5
756,c2,26,,서(W) 방향 거리 6
757,c2,27,,서(W) 방향 거리 7
758,c2,28,c2d3,북동(NE) 방향 거리 1
759,c2,29,c2e4,북동(NE) 방향 거리 2
760,c2,30,c2f5,북동(NE) 방향 거리 3
761,c2,31,c2g6,북동(NE) 방향 거리 4
762,c2,32,c2h7,북동(NE) 방향 거리 5
763,c2,33,,북동(NE) 방향 거리 6
764,c2,34,,북동(NE) 방향 거리 7
765,c2,35,c2b3,북서(NW) 방향 거리 1
766,c2,36,c2a4,북서(NW) 방향 거리 2
767,c2,37,,북서(NW) 방향 거리 3
768,c2,38,,북서(NW) 방향 거리 4
769,c2,39,,북서(NW) 방향 거리 5
770,c2,40,,북서(NW) 방향 거리 6
771,c2,41,,북서(NW) 방향 거리 7
772,c2,42,c2d1,남동(SE) 방향 거리 1
773,c2,43,,남동(SE) 방향 거리 2
774,c2,44,,남동(SE) 방향 거리 3
775,c2,45,,남동(SE) 방향 거리 4
776,c2,46,,남동(SE) 방향 거리 5
777,c2,47,,남동(SE) 방향 거리 6
778,c2,48,,남동(SE) 방향 거리 7
779,c2,49,c2b1,남서(SW) 방향 거리 1
780,c2,50,,남서(SW) 방향 거리 2
781,c2,51,,남서(SW) 방향 거리 3
782,c2,52,,남서(SW) 방향 거리 4
783,c2,53,,남서(SW) 방향 거리 5
784,c2,54,,남서(SW) 방향 거리 6
785,c2,55,,남서(SW) 방향 거리 7
786,c2,56,c2d4,"나이트 이동 (+1,+2)"
787,c2,57,c2e3,"나이트 이동 (+2,+1)"
788,c2,58,c2e1,"나이트 이동 (+2,−1)"
789,c2,59,,"나이트 이동 (+1,−2)"
790,c2,60,,"나이트 이동 (−1,−2)"
791,c2,61,c2a1,"나이트 이동 (−2,−1)"
792,c2,62,c2a3,"나이트 이동 (−2,+1)"
793,c2,63,c2b4,"나이트 이동 (−1,+2)"
794,c2,64,,폰 직진 승격 → 나이트
795,c2,65,,폰 직진 승격 → 비숍
796,c2,66,,폰 직진 승격 → 룩
797,c2,67,,폰 대각선 우 승격 → 나이트
798,c2,68,,폰 대각선 우 승격 → 비숍
799,c2,69,,폰 대각선 우 승격 → 룩
800,c2,70,,폰 대각선 좌 승격 → 나이트
801,c2,71,,폰 대각선 좌 승격 → 비숍
802,c2,72,,폰 대각선 좌 승격 → 룩
803,d2,0,d2d3,북(N) 방향 거리 1
804,d2,1,d2d4,북(N) 방향 거리 2
805,d2,2,d2d5,북(N) 방향 거리 3
806,d2,3,d2d6,북(N) 방향 거리 4
807,d2,4,d2d7,북(N) 방향 거리 5
808,d2,5,d2d8,북(N) 방향 거리 6
809,d2,6,,북(N) 방향 거리 7
810,d2,7,d2e2,동(E) 방향 거리 1
811,d2,8,d2f2,동(E) 방향 거리 2
812,d2,9,d2g2,동(E) 방향 거리 3
813,d2,10,d2h2,동(E) 방향 거리 4
814,d2,11,,동(E) 방향 거리 5
815,d2,12,,동(E) 방향 거리 6
816,d2,13,,동(E) 방향 거리 7
817,d2,14,d2d1,남(S) 방향 거리 1
818,d2,15,,남(S) 방향 거리 2
819,d2,16,,남(S) 방향 거리 3
820,d2,17,,남(S) 방향 거리 4
821,d2,18,,남(S) 방향 거리 5
822,d2,19,,남(S) 방향 거리 6
823,d2,20,,남(S) 방향 거리 7
824,d2,21,d2c2,서(W) 방향 거리 1
825,d2,22,d2b2,서(W) 방향 거리 2
826,d2,23,d2a2,서(W) 방향 거리 3
827,d2,24,,서(W) 방향 거리 4
828,d2,25,,서(W) 방향 거리 5
829,d2,26,,서(W) 방향 거리 6
830,d2,27,,서(W) 방향 거리 7
831,d2,28,d2e3,북동(NE) 방향 거리 1
832,d2,29,d2f4,북동(NE) 방향 거리 2
833,d2,30,d2g5,북동(NE) 방향 거리 3
834,d2,31,d2h6,북동(NE) 방향 거리 4
835,d2,32,,북동(NE) 방향 거리 5
836,d2,33,,북동(NE) 방향 거리 6
837,d2,34,,북동(NE) 방향 거리 7
838,d2,35,d2c3,북서(NW) 방향 거리 1
839,d2,36,d2b4,북서(NW) 방향 거리 2
840,d2,37,d2a5,북서(NW) 방향 거리 3
841,d2,38,,북서(NW) 방향 거리 4
842,d2,39,,북서(NW) 방향 거리 5
843,d2,40,,북서(NW) 방향 거리 6
844,d2,41,,북서(NW) 방향 거리 7
845,d2,42,d2e1,남동(SE) 방향 거리 1
846,d2,43,,남동(SE) 방향 거리 2
847,d2,44,,남동(SE) 방향 거리 3
848,d2,45,,남동(SE) 방향 거리 4
849,d2,46,,남동(SE) 방향 거리 5
850,d2,47,,남동(SE) 방향 거리 6
851,d2,48,,남동(SE) 방향 거리 7
852,d2,49,d2c1,남서(SW) 방향 거리 1
853,d2,50,,남서(SW) 방향 거리 2
854,d2,51,,남서(SW) 방향 거리 3
855,d2,52,,남서(SW) 방향 거리 4
856,d2,53,,남서(SW) 방향 거리 5
857,d2,54,,남서(SW) 방향 거리 6
858,d2,55,,남서(SW) 방향 거리 7
859,d2,56,d2e4,"나이트 이동 (+1,+2)"
860,d2,57,d2f3,"나이트 이동 (+2,+1)"
861,d2,58,d2f1,"나이트 이동 (+2,−1)"
862,d2,59,,"나이트 이동 (+1,−2)"
863,d2,60,,"나이트 이동 (−1,−2)"
864,d2,61,d2b1,"나이트 이동 (−2,−1)"
865,d2,62,d2b3,"나이트 이동 (−2,+1)"
866,d2,63,d2c4,"나이트 이동 (−1,+2)"
867,d2,64,,폰 직진 승격 → 나이트
868,d2,65,,폰 직진 승격 → 비숍
869,d2,66,,폰 직진 승격 → 룩
870,d2,67,,폰 대각선 우 승격 → 나이트
871,d2,68,,폰 대각선 우 승격 → 비숍
872,d2,69,,폰 대각선 우 승격 → 룩
873,d2,70,,폰 대각선 좌 승격 → 나이트
874,d2,71,,폰 대각선 좌 승격 → 비숍
875,d2,72,,폰 대각선 좌 승격 → 룩
876,e2,0,e2e3,북(N) 방향 거리 1
877,e2,1,e2e4,북(N) 방향 거리 2
878,e2,2,e2e5,북(N) 방향 거리 3
879,e2,3,e2e6,북(N) 방향 거리 4
880,e2,4,e2e7,북(N) 방향 거리 5
881,e2,5,e2e8,북(N) 방향 거리 6
882,e2,6,,북(N) 방향 거리 7
883,e2,7,e2f2,동(E) 방향 거리 1
884,e2,8,e2g2,동(E) 방향 거리 2
885,e2,9,e2h2,동(E) 방향 거리 3
886,e2,10,,동(E) 방향 거리 4
887,e2,11,,동(E) 방향 거리 5
888,e2,12,,동(E) 방향 거리 6
889,e2,13,,동(E) 방향 거리 7
890,e2,14,e2e1,남(S) 방향 거리 1
891,e2,15,,남(S) 방향 거리 2
892,e2,16,,남(S) 방향 거리 3
893,e2,17,,남(S) 방향 거리 4
894,e2,18,,남(S) 방향 거리 5
895,e2,19,,남(S) 방향 거리 6
896,e2,20,,남(S) 방향 거리 7
897,e2,21,e2d2,서(W) 방향 거리 1
898,e2,22,e2c2,서(W) 방향 거리 2
899,e2,23,e2b2,서(W) 방향 거리 3
900,e2,24,e2a2,서(W) 방향 거리 4
901,e2,25,,서(W) 방향 거리 5
902,e2,26,,서(W) 방향 거리 6
903,e2,27,,서(W) 방향 거리 7
904,e2,28,e2f3,북동(NE) 방향 거리 1
905,e2,29,e2g4,북동(NE) 방향 거리 2
906,e2,30,e2h5,북동(NE) 방향 거리 3
907,e2,31,,북동(NE) 방향 거리 4
908,e2,32,,북동(NE) 방향 거리 5
909,e2,33,,북동(NE) 방향 거리 6
910,e2,34,,북동(NE) 방향 거리 7
911,e2,35,e2d3,북서(NW) 방향 거리 1
912,e2,36,e2c4,북서(NW) 방향 거리 2
913,e2,37,e2b5,북서(NW) 방향 거리 3
914,e2,38,e2a6,북서(NW) 방향 거리 4
915,e2,39,,북서(NW) 방향 거리 5
916,e2,40,,북서(NW) 방향 거리 6
917,e2,41,,북서(NW) 방향 거리 7
918,e2,42,e2f1,남동(SE) 방향 거리 1
919,e2,43,,남동(SE) 방향 거리 2
920,e2,44,,남동(SE) 방향 거리 3
921,e2,45,,남동(SE) 방향 거리 4
922,e2,46,,남동(SE) 방향 거리 5
923,e2,47,,남동(SE) 방향 거리 6
924,e2,48,,남동(SE) 방향 거리 7
925,e2,49,e2d1,남서(SW) 방향 거리 1
926,e2,50,,남서(SW) 방향 거리 2
927,e2,51,,남서(SW) 방향 거리 3
928,e2,52,,남서(SW) 방향 거리 4
929,e2,53,,남서(SW) 방향 거리 5
930,e2,54,,남서(SW) 방향 거리 6
931,e2,55,,남서(SW) 방향 거리 7
932,e2,56,e2f4,"나이트 이동 (+1,+2)"
933,e2,57,e2g3,"나이트 이동 (+2,+1)"
934,e2,58,e2g1,"나이트 이동 (+2,−1)"
935,e2,59,,"나이트 이동 (+1,−2)"
936,e2,60,,"나이트 이동 (−1,−2)"
937,e2,61,e2c1,"나이트 이동 (−2,−1)"
938,e2,62,e2c3,"나이트 이동 (−2,+1)"
939,e2,63,e2d4,"나이트 이동 (−1,+2)"
940,e2,64,,폰 직진 승격 → 나이트
941,e2,65,,폰 직진 승격 → 비숍
942,e2,66,,폰 직진 승격 → 룩
943,e2,67,,폰 대각선 우 승격 → 나이트
944,e2,68,,폰 대각선 우 승격 → 비숍
945,e2,69,,폰 대각선 우 승격 → 룩
946,e2,70,,폰 대각선 좌 승격 → 나이트
947,e2,71,,폰 대각선 좌 승격 → 비숍
948,e2,72,,폰 대각선 좌 승격 → 룩
949,f2,0,f2f3,북(N) 방향 거리 1
950,f2,1,f2f4,북(N) 방향 거리 2
951,f2,2,f2f5,북(N) 방향 거리 3
952,f2,3,f2f6,북(N) 방향 거리 4
953,f2,4,f2f7,북(N) 방향 거리 5
954,f2,5,f2f8,북(N) 방향 거리 6
955,f2,6,,북(N) 방향 거리 7
956,f2,7,f2g2,동(E) 방향 거리 1
957,f2,8,f2h2,동(E) 방향 거리 2
958,f2,9,,동(E) 방향 거리 3
959,f2,10,,동(E) 방향 거리 4
960,f2,11,,동(E) 방향 거리 5
961,f2,12,,동(E) 방향 거리 6
962,f2,13,,동(E) 방향 거리 7
963,f2,14,f2f1,남(S) 방향 거리 1
964,f2,15,,남(S) 방향 거리 2
965,f2,16,,남(S) 방향 거리 3
966,f2,17,,남(S) 방향 거리 4
967,f2,18,,남(S) 방향 거리 5
968,f2,19,,남(S) 방향 거리 6
969,f2,20,,남(S) 방향 거리 7
970,f2,21,f2e2,서(W) 방향 거리 1
971,f2,22,f2d2,서(W) 방향 거리 2
972,f2,23,f2c2,서(W) 방향 거리 3
973,f2,24,f2b2,서(W) 방향 거리 4
974,f2,25,f2a2,서(W) 방향 거리 5
975,f2,26,,서(W) 방향 거리 6
976,f2,27,,서(W) 방향 거리 7
977,f2,28,f2g3,북동(NE) 방향 거리 1
978,f2,29,f2h4,북동(NE) 방향 거리 2
979,f2,30,,북동(NE) 방향 거리 3
980,f2,31,,북동(NE) 방향 거리 4
981,f2,32,,북동(NE) 방향 거리 5
982,f2,33,,북동(NE) 방향 거리 6
983,f2,34,,북동(NE) 방향 거리 7
984,f2,35,f2e3,북서(NW) 방향 거리 1
985,f2,36,f2d4,북서(NW) 방향 거리 2
986,f2,37,f2c5,북서(NW) 방향 거리 3
987,f2,38,f2b6,북서(NW) 방향 거리 4
988,f2,39,f2a7,북서(NW) 방향 거리 5
989,f2,40,,북서(NW) 방향 거리 6
990,f2,41,,북서(NW) 방향 거리 7
991,f2,42,f2g1,남동(SE) 방향 거리 1
992,f2,43,,남동(SE) 방향 거리 2
993,f2,44,,남동(SE) 방향 거리 3
994,f2,45,,남동(SE) 방향 거리 4
995,f2,46,,남동(SE) 방향 거리 5
996,f2,47,,남동(SE) 방향 거리 6
997,f2,48,,남동(SE) 방향 거리 7
998,f2,49,f2e1,남서(SW) 방향 거리 1
999,f2,50,,남서(SW) 방향 거리 2
1000,f2,51,,남서(SW) 방향 거리 3
1001,f2,52,,남서(SW) 방향 거리 4
1002,f2,53,,남서(SW) 방향 거리 5
1003,f2,54,,남서(SW) 방향 거리 6
1004,f2,55,,남서(SW) 방향 거리 7
1005,f2,56,f2g4,"나이트 이동 (+1,+2)"
1006,f2,57,f2h3,"나이트 이동 (+2,+1)"
1007,f2,58,f2h1,"나이트 이동 (+2,−1)"
1008,f2,59,,"나이트 이동 (+1,−2)"
1009,f2,60,,"나이트 이동 (−1,−2)"
1010,f2,61,f2d1,"나이트 이동 (−2,−1)"
1011,f2,62,f2d3,"나이트 이동 (−2,+1)"
1012,f2,63,f2e4,"나이트 이동 (−1,+2)"
1013,f2,64,,폰 직진 승격 → 나이트
1014,f2,65,,폰 직진 승격 → 비숍
1015,f2,66,,폰 직진 승격 → 룩
1016,f2,67,,폰 대각선 우 승격 → 나이트
1017,f2,68,,폰 대각선 우 승격 → 비숍
1018,f2,69,,폰 대각선 우 승격 → 룩
1019,f2,70,,폰 대각선 좌 승격 → 나이트
1020,f2,71,,폰 대각선 좌 승격 → 비숍
1021,f2,72,,폰 대각선 좌 승격 → 룩
1022,g2,0,g2g3,북(N) 방향 거리 1
1023,g2,1,g2g4,북(N) 방향 거리 2
1024,g2,2,g2g5,북(N) 방향 거리 3
1025,g2,3,g2g6,북(N) 방향 거리 4
1026,g2,4,g2g7,북(N) 방향 거리 5
1027,g2,5,g2g8,북(N) 방향 거리 6
1028,g2,6,,북(N) 방향 거리 7
1029,g2,7,g2h2,동(E) 방향 거리 1
1030,g2,8,,동(E) 방향 거리 2
1031,g2,9,,동(E) 방향 거리 3
1032,g2,10,,동(E) 방향 거리 4
1033,g2,11,,동(E) 방향 거리 5
1034,g2,12,,동(E) 방향 거리 6
1035,g2,13,,동(E) 방향 거리 7
1036,g2,14,g2g1,남(S) 방향 거리 1
1037,g2,15,,남(S) 방향 거리 2
1038,g2,16,,남(S) 방향 거리 3
1039,g2,17,,남(S) 방향 거리 4
1040,g2,18,,남(S) 방향 거리 5
1041,g2,19,,남(S) 방향 거리 6
1042,g2,20,,남(S) 방향 거리 7
1043,g2,21,g2f2,서(W) 방향 거리 1
1044,g2,22,g2e2,서(W) 방향 거리 2
1045,g2,23,g2d2,서(W) 방향 거리 3
1046,g2,24,g2c2,서(W) 방향 거리 4
1047,g2,25,g2b2,서(W) 방향 거리 5
1048,g2,26,g2a2,서(W) 방향 거리 6
1049,g2,27,,서(W) 방향 거리 7
1050,g2,28,g2h3,북동(NE) 방향 거리 1
1051,g2,29,,북동(NE) 방향 거리 2
1052,g2,30,,북동(NE) 방향 거리 3
1053,g2,31,,북동(NE) 방향 거리 4
1054,g2,32,,북동(NE) 방향 거리 5
1055,g2,33,,북동(NE) 방향 거리 6
1056,g2,34,,북동(NE) 방향 거리 7
1057,g2,35,g2f3,북서(NW) 방향 거리 1
1058,g2,36,g2e4,북서(NW) 방향 거리 2
1059,g2,37,g2d5,북서(NW) 방향 거리 3
1060,g2,38,g2c6,북서(NW) 방향 거리 4
1061,g2,39,g2b7,북서(NW) 방향 거리 5
1062,g2,40,g2a8,북서(NW) 방향 거리 6
1063,g2,41,,북서(NW) 방향 거리 7
1064,g2,42,g2h1,남동(SE) 방향 거리 1
1065,g2,43,,남동(SE) 방향 거리 2
1066,g2,44,,남동(SE) 방향 거리 3
1067,g2,45,,남동(SE) 방향 거리 4
1068,g2,46,,남동(SE) 방향 거리 5
1069,g2,47,,남동(SE) 방향 거리 6
1070,g2,48,,남동(SE) 방향 거리 7
1071,g2,49,g2f1,남서(SW) 방향 거리 1
1072,g2,50,,남서(SW) 방향 거리 2
1073,g2,51,,남서(SW) 방향 거리 3
1074,g2,52,,남서(SW) 방향 거리 4
1075,g2,53,,남서(SW) 방향 거리 5
1076,g2,54,,남서(SW) 방향 거리 6
1077,g2,55,,남서(SW) 방향 거리 7
1078,g2,56,g2h4,"나이트 이동 (+1,+2)"
1079,g2,57,,"나이트 이동 (+2,+1)"
1080,g2,58,,"나이트 이동 (+2,−1)"
1081,g2,59,,"나이트 이동 (+1,−2)"
1082,g2,60,,"나이트 이동 (−1,−2)"
1083,g2,61,g2e1,"나이트 이동 (−2,−1)"
1084,g2,62,g2e3,"나이트 이동 (−2,+1)"
1085,g2,63,g2f4,"나이트 이동 (−1,+2)"
1086,g2,64,,폰 직진 승격 → 나이트
1087,g2,65,,폰 직진 승격 → 비숍
1088,g2,66,,폰 직진 승격 → 룩
1089,g2,67,,폰 대각선 우 승격 → 나이트
1090,g2,68,,폰 대각선 우 승격 → 비숍
1091,g2,69,,폰 대각선 우 승격 → 룩
1092,g2,70,,폰 대각선 좌 승격 → 나이트
1093,g2,71,,폰 대각선 좌 승격 → 비숍
1094,g2,72,,폰 대각선 좌 승격 → 룩
1095,h2,0,h2h3,북(N) 방향 거리 1
1096,h2,1,h2h4,북(N) 방향 거리 2
1097,h2,2,h2h5,북(N) 방향 거리 3
1098,h2,3,h2h6,북(N) 방향 거리 4
1099,h2,4,h2h7,북(N) 방향 거리 5
1100,h2,5,h2h8,북(N) 방향 거리 6
1101,h2,6,,북(N) 방향 거리 7
1102,h2,7,,동(E) 방향 거리 1
1103,h2,8,,동(E) 방향 거리 2
1104,h2,9,,동(E) 방향 거리 3
1105,h2,10,,동(E) 방향 거리 4
1106,h2,11,,동(E) 방향 거리 5
1107,h2,12,,동(E) 방향 거리 6
1108,h2,13,,동(E) 방향 거리 7
1109,h2,14,h2h1,남(S) 방향 거리 1
1110,h2,15,,남(S) 방향 거리 2
1111,h2,16,,남(S) 방향 거리 3
1112,h2,17,,남(S) 방향 거리 4
1113,h2,18,,남(S) 방향 거리 5
1114,h2,19,,남(S) 방향 거리 6
1115,h2,20,,남(S) 방향 거리 7
1116,h2,21,h2g2,서(W) 방향 거리 1
1117,h2,22,h2f2,서(W) 방향 거리 2
1118,h2,23,h2e2,서(W) 방향 거리 3
1119,h2,24,h2d2,서(W) 방향 거리 4
1120,h2,25,h2c2,서(W) 방향 거리 5
1121,h2,26,h2b2,서(W) 방향 거리 6
1122,h2,27,h2a2,서(W) 방향 거리 7
1123,h2,28,,북동(NE) 방향 거리 1
1124,h2,29,,북동(NE) 방향 거리 2
1125,h2,30,,북동(NE) 방향 거리 3
1126,h2,31,,북동(NE) 방향 거리 4
1127,h2,32,,북동(NE) 방향 거리 5
1128,h2,33,,북동(NE) 방향 거리 6
1129,h2,34,,북동(NE) 방향 거리 7
1130,h2,35,h2g3,북서(NW) 방향 거리 1
1131,h2,36,h2f4,북서(NW) 방향 거리 2
1132,h2,37,h2e5,북서(NW) 방향 거리 3
1133,h2,38,h2d6,북서(NW) 방향 거리 4
1134,h2,39,h2c7,북서(NW) 방향 거리 5
1135,h2,40,h2b8,북서(NW) 방향 거리 6
1136,h2,41,,북서(NW) 방향 거리 7
1137,h2,42,,남동(SE) 방향 거리 1
1138,h2,43,,남동(SE) 방향 거리 2
1139,h2,44,,남동(SE) 방향 거리 3
1140,h2,45,,남동(SE) 방향 거리 4
1141,h2,46,,남동(SE) 방향 거리 5
1142,h2,47,,남동(SE) 방향 거리 6
1143,h2,48,,남동(SE) 방향 거리 7
1144,h2,49,h2g1,남서(SW) 방향 거리 1
1145,h2,50,,남서(SW) 방향 거리 2
1146,h2,51,,남서(SW) 방향 거리 3
1147,h2,52,,남서(SW) 방향 거리 4
1148,h2,53,,남서(SW) 방향 거리 5
1149,h2,54,,남서(SW) 방향 거리 6
1150,h2,55,,남서(SW) 방향 거리 7
1151,h2,56,,"나이트 이동 (+1,+2)"
1152,h2,57,,"나이트 이동 (+2,+1)"
